attack,defense,hp,image_urls,images,name,number,sp_atk,sp_def,speed,total,types
48,76,74,"https://img.pokemondb.net/artwork/meowstic-male.jpg,https://img.pokemondb.net/artwork/meowstic-female.jpg","[{'url': 'https://img.pokemondb.net/artwork/meowstic-male.jpg', 'path': '678_meowstic.jpg', 'checksum': 'ba17e6d2bbfe2fe0e6dfefa82a05cc27', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/meowstic-female.jpg', 'path': '678_meowstic.jpg', 'checksum': 'c9260ce8c40cb3d59719374e29f6ca64', 'status': 'downloaded'}]",meowstic,678,83,83,104,468,"Psychic,Psychic"
80,100,45,https://img.pokemondb.net/artwork/honedge.jpg,"[{'url': 'https://img.pokemondb.net/artwork/honedge.jpg', 'path': '679_honedge.jpg', 'checksum': '5e16f6efda7c998616d0e2761c6b494d', 'status': 'downloaded'}]",honedge,679,35,35,28,323,"Steel,Ghost"
110,150,59,https://img.pokemondb.net/artwork/doublade.jpg,"[{'url': 'https://img.pokemondb.net/artwork/doublade.jpg', 'path': '680_doublade.jpg', 'checksum': '1a4b32853eafedd1f20c90966a92076f', 'status': 'downloaded'}]",doublade,680,45,45,35,444,"Steel,Ghost"
50,140,60,"https://img.pokemondb.net/artwork/aegislash-shield.jpg,https://img.pokemondb.net/artwork/aegislash-blade.jpg","[{'url': 'https://img.pokemondb.net/artwork/aegislash-shield.jpg', 'path': '681_aegislash.jpg', 'checksum': '2e20b3e69c4086645c9d2ace3499d051', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/aegislash-blade.jpg', 'path': '681_aegislash.jpg', 'checksum': 'bfe79f723fc6b54748a7dd7e56a6d545', 'status': 'downloaded'}]",aegislash,681,50,50,60,410,"Steel,Ghost"
52,60,78,https://img.pokemondb.net/artwork/spritzee.jpg,"[{'url': 'https://img.pokemondb.net/artwork/spritzee.jpg', 'path': '682_spritzee.jpg', 'checksum': '0bae38843574baf620fc8b08a12402a8', 'status': 'downloaded'}]",spritzee,682,63,63,23,339,Fairy
72,72,101,https://img.pokemondb.net/artwork/aromatisse.jpg,"[{'url': 'https://img.pokemondb.net/artwork/aromatisse.jpg', 'path': '683_aromatisse.jpg', 'checksum': '2d91e3870d2454b193bac67c67980e54', 'status': 'downloaded'}]",aromatisse,683,99,99,29,472,Fairy
48,66,62,https://img.pokemondb.net/artwork/swirlix.jpg,"[{'url': 'https://img.pokemondb.net/artwork/swirlix.jpg', 'path': '684_swirlix.jpg', 'checksum': 'b06fe9532cbbdcdf5da2e453f080e544', 'status': 'downloaded'}]",swirlix,684,59,59,49,343,Fairy
80,86,82,https://img.pokemondb.net/artwork/slurpuff.jpg,"[{'url': 'https://img.pokemondb.net/artwork/slurpuff.jpg', 'path': '685_slurpuff.jpg', 'checksum': '5231b5e5b81862c775d1981d8affe7e5', 'status': 'downloaded'}]",slurpuff,685,85,85,72,490,Fairy
54,53,53,https://img.pokemondb.net/artwork/inkay.jpg,"[{'url': 'https://img.pokemondb.net/artwork/inkay.jpg', 'path': '686_inkay.jpg', 'checksum': 'c1244d94e0cf240f2a0680867ee44acb', 'status': 'downloaded'}]",inkay,686,37,37,45,279,"Dark,Psychic"
92,88,86,https://img.pokemondb.net/artwork/malamar.jpg,"[{'url': 'https://img.pokemondb.net/artwork/malamar.jpg', 'path': '687_malamar.jpg', 'checksum': 'f42fc80d780738c967e93c92690c01fa', 'status': 'downloaded'}]",malamar,687,68,68,73,475,"Dark,Psychic"
52,67,42,https://img.pokemondb.net/artwork/binacle.jpg,"[{'url': 'https://img.pokemondb.net/artwork/binacle.jpg', 'path': '688_binacle.jpg', 'checksum': '3bc88cfa3cbd0b76dadc9696e33d97f0', 'status': 'downloaded'}]",binacle,688,39,39,50,289,"Rock,Water"
105,115,72,https://img.pokemondb.net/artwork/barbaracle.jpg,"[{'url': 'https://img.pokemondb.net/artwork/barbaracle.jpg', 'path': '689_barbaracle.jpg', 'checksum': '85092a970477295ed66f0bb28f92b66d', 'status': 'downloaded'}]",barbaracle,689,54,54,68,468,"Rock,Water"
60,60,50,https://img.pokemondb.net/artwork/skrelp.jpg,"[{'url': 'https://img.pokemondb.net/artwork/skrelp.jpg', 'path': '690_skrelp.jpg', 'checksum': '0c46ce3e027a7cdd5b2dd092e9cc69bc', 'status': 'downloaded'}]",skrelp,690,60,60,30,320,"Poison,Water"
75,90,65,https://img.pokemondb.net/artwork/dragalge.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dragalge.jpg', 'path': '691_dragalge.jpg', 'checksum': 'f367f7c893a5a14b45a96ee1a2b18a3c', 'status': 'downloaded'}]",dragalge,691,97,97,44,468,"Poison,Dragon"
53,62,50,https://img.pokemondb.net/artwork/clauncher.jpg,"[{'url': 'https://img.pokemondb.net/artwork/clauncher.jpg', 'path': '692_clauncher.jpg', 'checksum': 'd086aa18bb57a993c23aea7ef2441343', 'status': 'downloaded'}]",clauncher,692,58,58,44,325,Water
73,88,71,https://img.pokemondb.net/artwork/clawitzer.jpg,"[{'url': 'https://img.pokemondb.net/artwork/clawitzer.jpg', 'path': '693_clawitzer.jpg', 'checksum': '80eb1f518ebf8d32167c738429264c9f', 'status': 'downloaded'}]",clawitzer,693,120,120,59,531,Water
38,33,44,https://img.pokemondb.net/artwork/helioptile.jpg,"[{'url': 'https://img.pokemondb.net/artwork/helioptile.jpg', 'path': '694_helioptile.jpg', 'checksum': '4c77c95c73d1ddd7c90d8999e25a48a5', 'status': 'downloaded'}]",helioptile,694,61,61,70,307,"Electric,Normal"
55,52,62,https://img.pokemondb.net/artwork/heliolisk.jpg,"[{'url': 'https://img.pokemondb.net/artwork/heliolisk.jpg', 'path': '695_heliolisk.jpg', 'checksum': '38483f13bf059e2683a7f293586a4660', 'status': 'downloaded'}]",heliolisk,695,109,109,109,496,"Electric,Normal"
89,77,58,https://img.pokemondb.net/artwork/tyrunt.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tyrunt.jpg', 'path': '696_tyrunt.jpg', 'checksum': '83fc3aae1e6cfe6dd65de0376ec73c99', 'status': 'downloaded'}]",tyrunt,696,45,45,48,362,"Rock,Dragon"
121,119,82,https://img.pokemondb.net/artwork/tyrantrum.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tyrantrum.jpg', 'path': '697_tyrantrum.jpg', 'checksum': '86719edd2fa9f153a82ddd6be665a4e6', 'status': 'downloaded'}]",tyrantrum,697,69,69,71,531,"Rock,Dragon"
59,50,77,https://img.pokemondb.net/artwork/amaura.jpg,"[{'url': 'https://img.pokemondb.net/artwork/amaura.jpg', 'path': '698_amaura.jpg', 'checksum': '03116ef98c5dd53d8c873f262b892292', 'status': 'downloaded'}]",amaura,698,67,67,46,366,"Rock,Ice"
77,72,123,https://img.pokemondb.net/artwork/aurorus.jpg,"[{'url': 'https://img.pokemondb.net/artwork/aurorus.jpg', 'path': '699_aurorus.jpg', 'checksum': 'dc4fd6a6d345b4c650a2b470d233c7a8', 'status': 'downloaded'}]",aurorus,699,99,99,58,528,"Rock,Ice"
65,65,95,https://img.pokemondb.net/artwork/sylveon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/sylveon.jpg', 'path': '700_sylveon.jpg', 'checksum': 'b57d233815965d2578e7cc2ee45c1483', 'status': 'downloaded'}]",sylveon,700,110,110,60,505,Fairy
92,75,78,https://img.pokemondb.net/artwork/hawlucha.jpg,"[{'url': 'https://img.pokemondb.net/artwork/hawlucha.jpg', 'path': '701_hawlucha.jpg', 'checksum': 'a957ecd25060827df53a5ab81567b7c7', 'status': 'downloaded'}]",hawlucha,701,74,74,118,511,"Fighting,Flying"
58,57,67,https://img.pokemondb.net/artwork/dedenne.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dedenne.jpg', 'path': '702_dedenne.jpg', 'checksum': 'b6aa89686a095bb2bcf230799fb47f14', 'status': 'downloaded'}]",dedenne,702,81,81,101,445,"Electric,Fairy"
50,150,50,https://img.pokemondb.net/artwork/carbink.jpg,"[{'url': 'https://img.pokemondb.net/artwork/carbink.jpg', 'path': '703_carbink.jpg', 'checksum': 'e0aeb08c11a812be0d49f5511385e4ba', 'status': 'downloaded'}]",carbink,703,50,50,50,400,"Rock,Fairy"
50,35,45,https://img.pokemondb.net/artwork/goomy.jpg,"[{'url': 'https://img.pokemondb.net/artwork/goomy.jpg', 'path': '704_goomy.jpg', 'checksum': '10d886b42f6a434f3f4346b1b03d3819', 'status': 'downloaded'}]",goomy,704,55,55,40,280,Dragon
75,53,68,"https://img.pokemondb.net/artwork/sliggoo.jpg,https://img.pokemondb.net/artwork/sliggoo-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/sliggoo.jpg', 'path': '705_sliggoo.jpg', 'checksum': '54be2857bf4cab772790b2663cb48f1f', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/sliggoo-hisuian.jpg', 'path': '705_sliggoo.jpg', 'checksum': '3138c55a29899b8574724c3a7f3da750', 'status': 'downloaded'}]",sliggoo,705,83,83,60,422,"Dragon,Dragon"
100,70,90,"https://img.pokemondb.net/artwork/goodra.jpg,https://img.pokemondb.net/artwork/goodra-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/goodra.jpg', 'path': '706_goodra.jpg', 'checksum': '44134c87e221eab8c57b5e6e2eabff94', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/goodra-hisuian.jpg', 'path': '706_goodra.jpg', 'checksum': '5a93d8ce6ae87a8954dd2c92a12b5df0', 'status': 'downloaded'}]",goodra,706,110,110,80,560,"Dragon,Dragon"
80,91,57,https://img.pokemondb.net/artwork/klefki.jpg,"[{'url': 'https://img.pokemondb.net/artwork/klefki.jpg', 'path': '707_klefki.jpg', 'checksum': 'e5e5a9e49abb6304cc7826bd6decb2ab', 'status': 'downloaded'}]",klefki,707,80,80,75,463,"Steel,Fairy"
70,48,43,https://img.pokemondb.net/artwork/phantump.jpg,"[{'url': 'https://img.pokemondb.net/artwork/phantump.jpg', 'path': '708_phantump.jpg', 'checksum': '98c9fc0ff2cb0a1c1cc005b4ada22aa4', 'status': 'downloaded'}]",phantump,708,50,50,38,299,"Ghost,Grass"
110,76,85,https://img.pokemondb.net/artwork/trevenant.jpg,"[{'url': 'https://img.pokemondb.net/artwork/trevenant.jpg', 'path': '709_trevenant.jpg', 'checksum': '4a140811e48b631220d5ca2bd992c6d7', 'status': 'downloaded'}]",trevenant,709,65,65,56,457,"Ghost,Grass"
66,70,49,"https://img.pokemondb.net/artwork/pumpkaboo.jpg,https://img.pokemondb.net/artwork/pumpkaboo.jpg,https://img.pokemondb.net/artwork/pumpkaboo.jpg,https://img.pokemondb.net/artwork/pumpkaboo.jpg","[{'url': 'https://img.pokemondb.net/artwork/pumpkaboo.jpg', 'path': '710_pumpkaboo.jpg', 'checksum': '2838aa823d61cb5534d0885976e63ae1', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/pumpkaboo.jpg', 'path': '710_pumpkaboo.jpg', 'checksum': '2838aa823d61cb5534d0885976e63ae1', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/pumpkaboo.jpg', 'path': '710_pumpkaboo.jpg', 'checksum': '2838aa823d61cb5534d0885976e63ae1', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/pumpkaboo.jpg', 'path': '710_pumpkaboo.jpg', 'checksum': '2838aa823d61cb5534d0885976e63ae1', 'status': 'downloaded'}]",pumpkaboo,710,44,44,51,324,"Ghost,Grass"
90,122,65,"https://img.pokemondb.net/artwork/gourgeist.jpg,https://img.pokemondb.net/artwork/gourgeist.jpg,https://img.pokemondb.net/artwork/gourgeist.jpg,https://img.pokemondb.net/artwork/gourgeist.jpg","[{'url': 'https://img.pokemondb.net/artwork/gourgeist.jpg', 'path': '711_gourgeist.jpg', 'checksum': 'e40081e88e3e94bef9db97867b3f1d07', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/gourgeist.jpg', 'path': '711_gourgeist.jpg', 'checksum': 'e40081e88e3e94bef9db97867b3f1d07', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/gourgeist.jpg', 'path': '711_gourgeist.jpg', 'checksum': 'e40081e88e3e94bef9db97867b3f1d07', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/gourgeist.jpg', 'path': '711_gourgeist.jpg', 'checksum': 'e40081e88e3e94bef9db97867b3f1d07', 'status': 'downloaded'}]",gourgeist,711,58,58,84,477,"Ghost,Grass"
69,85,55,https://img.pokemondb.net/artwork/bergmite.jpg,"[{'url': 'https://img.pokemondb.net/artwork/bergmite.jpg', 'path': '712_bergmite.jpg', 'checksum': '6c6afda0d8880423c1a4d82161710438', 'status': 'downloaded'}]",bergmite,712,32,32,28,301,Ice
117,184,95,"https://img.pokemondb.net/artwork/avalugg.jpg,https://img.pokemondb.net/artwork/avalugg-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/avalugg.jpg', 'path': '713_avalugg.jpg', 'checksum': '7a7d809c252c05af0ff6999b8fa92e6c', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/avalugg-hisuian.jpg', 'path': '713_avalugg.jpg', 'checksum': '79a565075bbeb97a95961d9ec0be8d6c', 'status': 'downloaded'}]",avalugg,713,44,44,28,512,"Ice,Ice"
30,35,40,https://img.pokemondb.net/artwork/noibat.jpg,"[{'url': 'https://img.pokemondb.net/artwork/noibat.jpg', 'path': '714_noibat.jpg', 'checksum': '02bcba2eaf78a3707e1579619ad35b4a', 'status': 'downloaded'}]",noibat,714,45,45,55,250,"Flying,Dragon"
70,80,85,https://img.pokemondb.net/artwork/noivern.jpg,"[{'url': 'https://img.pokemondb.net/artwork/noivern.jpg', 'path': '715_noivern.jpg', 'checksum': '33d0ca83a2b00ba557f4ecd4dd13e6ff', 'status': 'downloaded'}]",noivern,715,97,97,123,552,"Flying,Dragon"
131,95,126,https://img.pokemondb.net/artwork/xerneas.jpg,"[{'url': 'https://img.pokemondb.net/artwork/xerneas.jpg', 'path': '716_xerneas.jpg', 'checksum': 'd4fe02672dd4892753a5fe1d9230a879', 'status': 'downloaded'}]",xerneas,716,131,131,99,713,Fairy
131,95,126,https://img.pokemondb.net/artwork/yveltal.jpg,"[{'url': 'https://img.pokemondb.net/artwork/yveltal.jpg', 'path': '717_yveltal.jpg', 'checksum': '2ebdb88c48acde806b350c8077f0cc5d', 'status': 'downloaded'}]",yveltal,717,131,131,99,713,"Dark,Flying"
100,121,108,"https://img.pokemondb.net/artwork/zygarde-50.jpg,https://img.pokemondb.net/artwork/zygarde-10.jpg,https://img.pokemondb.net/artwork/zygarde-complete.jpg","[{'url': 'https://img.pokemondb.net/artwork/zygarde-50.jpg', 'path': '718_zygarde.jpg', 'checksum': 'c2c6f41a3374357c9346e5dd71eb2e93', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/zygarde-10.jpg', 'path': '718_zygarde.jpg', 'checksum': '62963c7bf940e6935c403da53e3f1748', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/zygarde-complete.jpg', 'path': '718_zygarde.jpg', 'checksum': '24e59aa4ebf6994a86ce9fb424895069', 'status': 'downloaded'}]",zygarde,718,81,81,95,586,"Dragon,Ground"
100,150,50,"https://img.pokemondb.net/artwork/diancie.jpg,https://img.pokemondb.net/artwork/diancie-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/diancie.jpg', 'path': '719_diancie.jpg', 'checksum': 'ec9185e28f18e3d110d00f338b538906', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/diancie-mega.jpg', 'path': '719_diancie.jpg', 'checksum': 'f30ea92e9b242ec95ed02dd5c197f330', 'status': 'downloaded'}]",diancie,719,100,100,50,550,"Rock,Fairy"
110,60,80,"https://img.pokemondb.net/artwork/hoopa-confined.jpg,https://img.pokemondb.net/artwork/hoopa-unbound.jpg","[{'url': 'https://img.pokemondb.net/artwork/hoopa-confined.jpg', 'path': '720_hoopa.jpg', 'checksum': '1ab47bd8114e7861ccf5227f55e30ba6', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/hoopa-unbound.jpg', 'path': '720_hoopa.jpg', 'checksum': 'a627d4156b1e2aa92c85a1a7a48b470e', 'status': 'downloaded'}]",hoopa,720,150,150,70,620,"Psychic,Ghost"
110,120,80,https://img.pokemondb.net/artwork/volcanion.jpg,"[{'url': 'https://img.pokemondb.net/artwork/volcanion.jpg', 'path': '721_volcanion.jpg', 'checksum': 'abd1230c7d825f0431e32b3dcddff839', 'status': 'downloaded'}]",volcanion,721,130,130,70,640,"Fire,Water"
55,55,68,https://img.pokemondb.net/artwork/rowlet.jpg,"[{'url': 'https://img.pokemondb.net/artwork/rowlet.jpg', 'path': '722_rowlet.jpg', 'checksum': 'beee116c5ef613ba8a3329f15dc6fed9', 'status': 'downloaded'}]",rowlet,722,50,50,42,320,"Grass,Flying"
75,75,78,https://img.pokemondb.net/artwork/dartrix.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dartrix.jpg', 'path': '723_dartrix.jpg', 'checksum': '808a73998f8c7b248f6aaeb6f5c8015d', 'status': 'downloaded'}]",dartrix,723,70,70,52,420,"Grass,Flying"
107,75,78,"https://img.pokemondb.net/artwork/decidueye.jpg,https://img.pokemondb.net/artwork/decidueye-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/decidueye.jpg', 'path': '724_decidueye.jpg', 'checksum': 'e13ccfd970bc0d5826627762019bd0ac', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/decidueye-hisuian.jpg', 'path': '724_decidueye.jpg', 'checksum': '6bba38900aae63824467b4714117fc3b', 'status': 'downloaded'}]",decidueye,724,100,100,70,530,"Grass,Ghost"
65,40,45,https://img.pokemondb.net/artwork/litten.jpg,"[{'url': 'https://img.pokemondb.net/artwork/litten.jpg', 'path': '725_litten.jpg', 'checksum': 'aecc828e77a2a528aa3c071478f4ab74', 'status': 'downloaded'}]",litten,725,60,60,70,340,Fire
85,50,65,https://img.pokemondb.net/artwork/torracat.jpg,"[{'url': 'https://img.pokemondb.net/artwork/torracat.jpg', 'path': '726_torracat.jpg', 'checksum': 'edad5ba039208b035a86228dfbbe9ad2', 'status': 'downloaded'}]",torracat,726,80,80,90,450,Fire
115,90,95,https://img.pokemondb.net/artwork/incineroar.jpg,"[{'url': 'https://img.pokemondb.net/artwork/incineroar.jpg', 'path': '727_incineroar.jpg', 'checksum': 'af8e5f6ea76fe406c962d91032f1863c', 'status': 'downloaded'}]",incineroar,727,80,80,60,520,"Fire,Dark"
54,54,50,https://img.pokemondb.net/artwork/popplio.jpg,"[{'url': 'https://img.pokemondb.net/artwork/popplio.jpg', 'path': '728_popplio.jpg', 'checksum': '807c24bb33312e65dd0b3943ed301987', 'status': 'downloaded'}]",popplio,728,66,66,40,330,Water
69,69,60,https://img.pokemondb.net/artwork/brionne.jpg,"[{'url': 'https://img.pokemondb.net/artwork/brionne.jpg', 'path': '729_brionne.jpg', 'checksum': '8a5fc21f56918ed78fce0e342fdc5e8b', 'status': 'downloaded'}]",brionne,729,91,91,50,430,Water
74,74,80,https://img.pokemondb.net/artwork/primarina.jpg,"[{'url': 'https://img.pokemondb.net/artwork/primarina.jpg', 'path': '730_primarina.jpg', 'checksum': '5a3d5efdb39b8dc16161310dbe2aef6d', 'status': 'downloaded'}]",primarina,730,126,126,60,540,"Water,Fairy"
75,30,35,https://img.pokemondb.net/artwork/pikipek.jpg,"[{'url': 'https://img.pokemondb.net/artwork/pikipek.jpg', 'path': '731_pikipek.jpg', 'checksum': 'a690bc876969d67a3435592571a59ecb', 'status': 'downloaded'}]",pikipek,731,30,30,65,265,"Normal,Flying"
85,50,55,https://img.pokemondb.net/artwork/trumbeak.jpg,"[{'url': 'https://img.pokemondb.net/artwork/trumbeak.jpg', 'path': '732_trumbeak.jpg', 'checksum': 'c415da6f1eaac1face987c384e68962a', 'status': 'downloaded'}]",trumbeak,732,40,40,75,345,"Normal,Flying"
120,75,80,https://img.pokemondb.net/artwork/toucannon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/toucannon.jpg', 'path': '733_toucannon.jpg', 'checksum': 'aa5aa518868161cd57d762c3e2392f74', 'status': 'downloaded'}]",toucannon,733,75,75,60,485,"Normal,Flying"
70,30,48,https://img.pokemondb.net/artwork/yungoos.jpg,"[{'url': 'https://img.pokemondb.net/artwork/yungoos.jpg', 'path': '734_yungoos.jpg', 'checksum': 'cbbd0e448532c752dfc59aead3ba8f8d', 'status': 'downloaded'}]",yungoos,734,30,30,45,253,Normal
110,60,88,https://img.pokemondb.net/artwork/gumshoos.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gumshoos.jpg', 'path': '735_gumshoos.jpg', 'checksum': '08355cbb9a164602c4a594e703e30a12', 'status': 'downloaded'}]",gumshoos,735,55,55,45,413,Normal
62,45,47,https://img.pokemondb.net/artwork/grubbin.jpg,"[{'url': 'https://img.pokemondb.net/artwork/grubbin.jpg', 'path': '736_grubbin.jpg', 'checksum': '92677ae156dc3d8877862e3f1ae8e661', 'status': 'downloaded'}]",grubbin,736,55,55,46,310,Bug
82,95,57,https://img.pokemondb.net/artwork/charjabug.jpg,"[{'url': 'https://img.pokemondb.net/artwork/charjabug.jpg', 'path': '737_charjabug.jpg', 'checksum': '5c2d52260c59671ded0f1da9577d3094', 'status': 'downloaded'}]",charjabug,737,55,55,36,380,"Bug,Electric"
70,90,77,https://img.pokemondb.net/artwork/vikavolt.jpg,"[{'url': 'https://img.pokemondb.net/artwork/vikavolt.jpg', 'path': '738_vikavolt.jpg', 'checksum': '605555c2413ad9434ebb5328d9a29063', 'status': 'downloaded'}]",vikavolt,738,145,145,43,570,"Bug,Electric"
82,57,47,https://img.pokemondb.net/artwork/crabrawler.jpg,"[{'url': 'https://img.pokemondb.net/artwork/crabrawler.jpg', 'path': '739_crabrawler.jpg', 'checksum': '7921bae3f512da20a5cde3d16db9c85d', 'status': 'downloaded'}]",crabrawler,739,42,42,63,333,Fighting
132,77,97,https://img.pokemondb.net/artwork/crabominable.jpg,"[{'url': 'https://img.pokemondb.net/artwork/crabominable.jpg', 'path': '740_crabominable.jpg', 'checksum': '456334b8f1e1190db2ba5ce71e0da99f', 'status': 'downloaded'}]",crabominable,740,62,62,43,473,"Fighting,Ice"
70,70,75,"https://img.pokemondb.net/artwork/oricorio-baile.jpg,https://img.pokemondb.net/artwork/oricorio-pom-pom.jpg,https://img.pokemondb.net/artwork/oricorio-pau.jpg,https://img.pokemondb.net/artwork/oricorio-sensu.jpg","[{'url': 'https://img.pokemondb.net/artwork/oricorio-baile.jpg', 'path': '741_oricorio.jpg', 'checksum': 'e6bcb88cf76d24861c04cc120a5b2251', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/oricorio-pom-pom.jpg', 'path': '741_oricorio.jpg', 'checksum': '61e1006887d10d81276ba9e2f8fb63bb', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/oricorio-pau.jpg', 'path': '741_oricorio.jpg', 'checksum': 'd044b5ef1e4a7a58baf1b784fe042517', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/oricorio-sensu.jpg', 'path': '741_oricorio.jpg', 'checksum': '33d4f05564e53ed21e98f7a5f5848c4c', 'status': 'downloaded'}]",oricorio,741,98,98,93,504,"Fire,Flying"
45,40,40,https://img.pokemondb.net/artwork/cutiefly.jpg,"[{'url': 'https://img.pokemondb.net/artwork/cutiefly.jpg', 'path': '742_cutiefly.jpg', 'checksum': 'd7d5a109c96e5326c99681f6d6a81c3e', 'status': 'downloaded'}]",cutiefly,742,55,55,84,319,"Bug,Fairy"
55,60,60,https://img.pokemondb.net/artwork/ribombee.jpg,"[{'url': 'https://img.pokemondb.net/artwork/ribombee.jpg', 'path': '743_ribombee.jpg', 'checksum': '39c9fcaac973077eaf57fd1ecdd3e255', 'status': 'downloaded'}]",ribombee,743,95,95,124,489,"Bug,Fairy"
65,40,45,"https://img.pokemondb.net/artwork/rockruff.jpg,https://img.pokemondb.net/artwork/rockruff.jpg","[{'url': 'https://img.pokemondb.net/artwork/rockruff.jpg', 'path': '744_rockruff.jpg', 'checksum': 'eff845a5aa4594ce9c58823ea6d8ee92', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/rockruff.jpg', 'path': '744_rockruff.jpg', 'checksum': 'eff845a5aa4594ce9c58823ea6d8ee92', 'status': 'downloaded'}]",rockruff,744,30,30,60,270,"Rock,Rock"
115,65,75,"https://img.pokemondb.net/artwork/lycanroc-midday.jpg,https://img.pokemondb.net/artwork/lycanroc-midnight.jpg,https://img.pokemondb.net/artwork/lycanroc-dusk.jpg","[{'url': 'https://img.pokemondb.net/artwork/lycanroc-midday.jpg', 'path': '745_lycanroc.jpg', 'checksum': '97d6fbfce470a604d24838dcff56587c', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/lycanroc-midnight.jpg', 'path': '745_lycanroc.jpg', 'checksum': '0f665e56ce457f156ca176fe9105f17e', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/lycanroc-dusk.jpg', 'path': '745_lycanroc.jpg', 'checksum': '38007ad798a1e73c787465d8ca11da6b', 'status': 'downloaded'}]",lycanroc,745,55,55,112,477,"Rock,Rock"
20,20,45,"https://img.pokemondb.net/artwork/wishiwashi-solo.jpg,https://img.pokemondb.net/artwork/wishiwashi-school.jpg","[{'url': 'https://img.pokemondb.net/artwork/wishiwashi-solo.jpg', 'path': '746_wishiwashi.jpg', 'checksum': '334af8fb0f8ecb6e2abbdec341133962', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/wishiwashi-school.jpg', 'path': '746_wishiwashi.jpg', 'checksum': '622b5bb8baf62a2493d0b7a82ca48c1d', 'status': 'downloaded'}]",wishiwashi,746,25,25,40,175,"Water,Water"
53,62,50,https://img.pokemondb.net/artwork/mareanie.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mareanie.jpg', 'path': '747_mareanie.jpg', 'checksum': '1dffffb01b0b8f443bd2597c788c9a36', 'status': 'downloaded'}]",mareanie,747,43,43,45,296,"Poison,Water"
63,152,50,https://img.pokemondb.net/artwork/toxapex.jpg,"[{'url': 'https://img.pokemondb.net/artwork/toxapex.jpg', 'path': '748_toxapex.jpg', 'checksum': '3130e2a1beef46211436a817da93a6b5', 'status': 'downloaded'}]",toxapex,748,53,53,35,406,"Poison,Water"
100,70,70,https://img.pokemondb.net/artwork/mudbray.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mudbray.jpg', 'path': '749_mudbray.jpg', 'checksum': 'c39a74bd47e62f77e6bc0f825cadf331', 'status': 'downloaded'}]",mudbray,749,45,45,45,375,Ground
125,100,100,https://img.pokemondb.net/artwork/mudsdale.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mudsdale.jpg', 'path': '750_mudsdale.jpg', 'checksum': 'ab99aaeaea464d4f42e90acee08951a6', 'status': 'downloaded'}]",mudsdale,750,55,55,35,470,Ground
40,52,38,https://img.pokemondb.net/artwork/dewpider.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dewpider.jpg', 'path': '751_dewpider.jpg', 'checksum': '74e09e4802e1ef4e3c4c060543bf5dcc', 'status': 'downloaded'}]",dewpider,751,40,40,27,237,"Water,Bug"
70,92,68,https://img.pokemondb.net/artwork/araquanid.jpg,"[{'url': 'https://img.pokemondb.net/artwork/araquanid.jpg', 'path': '752_araquanid.jpg', 'checksum': '7c000bdc901cc000739b3e2636283630', 'status': 'downloaded'}]",araquanid,752,50,50,42,372,"Water,Bug"
